a_trade_notify	18	3	select id from notify_history_000 where group_no = -1 and iw_user_id = '1111'
a_trade_notify	19	0	select id, plugin, plugin_host, parameter, group_no, status, gmt_create, gmt_local_create, gmt_modify, iw_user_id, channel_endpoint, business_order, business_type from notify_000 where (id = '1111') f
a_trade_notify	20	0	select id, plugin, plugin_host, parameter, group_no, status, gmt_create, gmt_local_create, gmt_modify, iw_user_id, channel_endpoint, business_order, business_type from notify_000 where ((id = '1111') 
a_trade_notify	21	0	select id, plugin, plugin_host, parameter, group_no, status, gmt_create, gmt_local_create, gmt_modify, iw_user_id, channel_endpoint, business_order, business_type from notify_000 where ((id = '1111') 
a_trade_notify	22	0	select /* QUERY_TIMEOUT(15000000) */ id from notify_000 where gmt_create <= current_timestamp() and gmt_create >= date_sub(current_timestamp(), INTERVAL 6 MINUTE) and gmt_modify < now() and status in 
a_trade_notify	23	0	select /* QUERY_TIMEOUT(15000000) */ id from notify_000 where gmt_create <= current_timestamp() and gmt_create >= date_sub(current_timestamp(), INTERVAL 6 MINUTE) and gmt_modify < now() and status in 
a_trade_notify	24	0	select /* QUERY_TIMEOUT(15000000) */ id, business_order, business_type from notify_000 where gmt_create <= current_timestamp() AND gmt_create >= date_sub(current_timestamp(), INTERVAL 6 MINUTE) AND ((
a_trade_notify	25	0	select id, plugin, plugin_host, parameter, group_no, status, gmt_create, gmt_local_create, gmt_modify, iw_user_id, channel_endpoint, business_order, business_type from notify_000 where (iw_user_id ='1
add	141	132	select (c1 + c1) from add_sb
add	142	132	select (c1 + c2) from add_sb
add	143	132	select (c1 + c3) from add_sb
add	144	132	select (c1 + c4) from add_sb
add	145	132	select (c1 + c5) from add_sb
add	146	132	select (c1 + c6) from add_sb
add	147	132	select (c1 + c7) from add_sb
add	148	132	select (c1 + c8) from add_sb
add	149	132	select (c1 + c9) from add_sb
add	150	132	select (c1 + c10) from add_sb
add	151	132	select (c1 + c11) from add_sb
add	152	132	select (c1 + c12) from add_sb
add	153	132	select (c1 + c13) from add_sb
add	154	132	select (c1 + c14) from add_sb
add	155	132	select (c1 + c15) from add_sb
add	156	132	select (c1 + c16) from add_sb
add	157	132	select (c1 + NULL) from add_sb
add	158	132	select (c1 + 0) from add_sb
add	159	132	select (c1 + 1) from add_sb
add	160	132	select (c1 + -1) from add_sb
add	161	132	select (c1 + 1.0) from add_sb
add	162	132	select (c1 + -1.0) from add_sb
add	163	132	select (c1 + 0.0) from add_sb
add	164	132	select (c1 + 1.1111) from add_sb
add	165	132	select (c1 + 1111111111111) from add_sb
add	166	132	select (c1 + 111.0) from add_sb
add	167	132	select (c1 + 123) from add_sb
add	168	132	select (c1 + 20120101123456) from add_sb
add	169	132	select (c1 + "20120101123456") from add_sb
add	170	132	select (c1 + "helloworld") from add_sb
add	171	132	select (c1 + "9999-12-31 23:59:59.9999997") from add_sb
add	172	132	select (c1 + "abc") from add_sb
add	173	132	select (c1 + "爱拼才会赢") from add_sb
add	174	132	select (c1 + "A") from add_sb
add	175	132	select (c1 + "a") from add_sb
add	176	132	select (c1 + "%y%m%d") from add_sb
add	183	132	select (c2 + c1) from add_sb
add	184	132	select (c2 + c2) from add_sb
add	185	132	select (c2 + c3) from add_sb
add	186	132	select (c2 + c4) from add_sb
add	187	132	select (c2 + c5) from add_sb
add	188	132	select (c2 + c6) from add_sb
add	189	132	select (c2 + c7) from add_sb
add	190	132	select (c2 + c8) from add_sb
add	191	132	select (c2 + c9) from add_sb
add	192	132	select (c2 + c10) from add_sb
add	193	132	select (c2 + c11) from add_sb
add	194	132	select (c2 + c12) from add_sb
add	195	132	select (c2 + c13) from add_sb
add	196	132	select (c2 + c14) from add_sb
add	197	132	select (c2 + c15) from add_sb
add	198	132	select (c2 + c16) from add_sb
add	199	132	select (c2 + NULL) from add_sb
add	200	132	select (c2 + 0) from add_sb
add	201	132	select (c2 + 1) from add_sb
add	204	132	select (c2 + 1.0) from add_sb
add	205	132	select (c2 + -1.0) from add_sb
add	206	132	select (c2 + 0.0) from add_sb
add	207	132	select (c2 + 1.1111) from add_sb
add	208	132	select (c2 + 1111111111111) from add_sb
add	209	132	select (c2 + 111.0) from add_sb
add	210	132	select (c2 + 123) from add_sb
add	211	132	select (c2 + 20120101123456) from add_sb
add	212	132	select (c2 + "20120101123456") from add_sb
add	213	132	select (c2 + "helloworld") from add_sb
add	214	132	select (c2 + "9999-12-31 23:59:59.9999997") from add_sb
add	215	132	select (c2 + "abc") from add_sb
add	216	132	select (c2 + "爱拼才会赢") from add_sb
add	217	132	select (c2 + "A") from add_sb
add	218	132	select (c2 + "a") from add_sb
add	219	132	select (c2 + "%y%m%d") from add_sb
add	222	132	select (c2 + 9223372036854775807) from add_sb
add	225	132	select (c3 + c1) from add_sb
add	226	132	select (c3 + c2) from add_sb
add	229	132	select (c3 + c4) from add_sb
add	230	132	select (c3 + c5) from add_sb
add	231	132	select (c3 + c6) from add_sb
add	232	132	select (c3 + c7) from add_sb
add	233	132	select (c3 + c8) from add_sb
add	234	132	select (c3 + c9) from add_sb
add	235	132	select (c3 + c10) from add_sb
add	236	132	select (c3 + c11) from add_sb
add	237	132	select (c3 + c12) from add_sb
add	238	132	select (c3 + c13) from add_sb
add	239	132	select (c3 + c14) from add_sb
add	240	132	select (c3 + c15) from add_sb
add	241	132	select (c3 + c16) from add_sb
add	242	132	select (c3 + NULL) from add_sb
add	243	132	select (c3 + 0) from add_sb
add	248	132	select (c3 + 1.0) from add_sb
add	249	132	select (c3 + -1.0) from add_sb
add	250	132	select (c3 + 0.0) from add_sb
add	251	132	select (c3 + 1.1111) from add_sb
add	254	132	select (c3 + 111.0) from add_sb
add	259	132	select (c3 + "20120101123456") from add_sb
add	260	132	select (c3 + "helloworld") from add_sb
add	261	132	select (c3 + "9999-12-31 23:59:59.9999997") from add_sb
add	262	132	select (c3 + "abc") from add_sb
add	263	132	select (c3 + "爱拼才会赢") from add_sb
add	264	132	select (c3 + "A") from add_sb
add	265	132	select (c3 + "a") from add_sb
add	266	132	select (c3 + "%y%m%d") from add_sb
add	273	132	select (c4 + c1) from add_sb
add	274	132	select (c4 + c2) from add_sb
add	275	132	select (c4 + c3) from add_sb
add	278	132	select (c4 + c5) from add_sb
add	279	132	select (c4 + c6) from add_sb
add	280	132	select (c4 + c7) from add_sb
add	281	132	select (c4 + c8) from add_sb
add	282	132	select (c4 + c9) from add_sb
add	283	132	select (c4 + c10) from add_sb
add	284	132	select (c4 + c11) from add_sb
add	285	132	select (c4 + c12) from add_sb
add	286	132	select (c4 + c13) from add_sb
add	287	132	select (c4 + c14) from add_sb
add	288	132	select (c4 + c15) from add_sb
add	289	132	select (c4 + c16) from add_sb
add	290	132	select (c4 + NULL) from add_sb
add	291	132	select (c4 + 0) from add_sb
add	296	132	select (c4 + 1.0) from add_sb
add	297	132	select (c4 + -1.0) from add_sb
add	298	132	select (c4 + 0.0) from add_sb
add	299	132	select (c4 + 1.1111) from add_sb
add	302	132	select (c4 + 111.0) from add_sb
add	307	132	select (c4 + "20120101123456") from add_sb
add	308	132	select (c4 + "helloworld") from add_sb
add	309	132	select (c4 + "9999-12-31 23:59:59.9999997") from add_sb
add	310	132	select (c4 + "abc") from add_sb
add	311	132	select (c4 + "爱拼才会赢") from add_sb
add	312	132	select (c4 + "A") from add_sb
add	313	132	select (c4 + "a") from add_sb
add	314	132	select (c4 + "%y%m%d") from add_sb
add	321	132	select (c5 + c1) from add_sb
add	322	132	select (c5 + c2) from add_sb
add	323	132	select (c5 + c3) from add_sb
add	324	132	select (c5 + c4) from add_sb
add	325	132	select (c5 + c5) from add_sb
add	326	132	select (c5 + c6) from add_sb
add	327	132	select (c5 + c7) from add_sb
add	328	132	select (c5 + c8) from add_sb
add	329	132	select (c5 + c9) from add_sb
add	330	132	select (c5 + c10) from add_sb
add	331	132	select (c5 + c11) from add_sb
add	332	132	select (c5 + c12) from add_sb
add	333	132	select (c5 + c13) from add_sb
add	334	132	select (c5 + c14) from add_sb
